,codebook_dl,num_symbols,train_num_primitive_actions,train_num_abstract_actions,train_code_length,train_description_length,train_node_cost,test_num_primitive_actions,test_num_abstract_actions,test_code_length,test_description_length,test_node_cost,2,3,4,5,6
code_book40.npy,18576,100,15.348,2.942,25.6,4786.6,178.372,28.211267605633804,5.138832997987928,43.71830985915493,4804.718309859155,331.9678068410463,0.2607378500447747,0.4338244057977891,0.004508573714153015,0.12817430626726944,0.17275486417601366
code_book38.npy,18600,100,14.998,2.962,28.368,4698.368,177.478,27.979879275653925,5.221327967806841,49.43259557344064,4719.43259557344,330.317907444668,0.5542581281001745,0.0360982020186692,0.2375607073844066,0.10592261587320924,0.06616034662354038
code_book13.npy,18608,100,15.226,2.942,26.048,4708.048,175.57,28.17102615694165,5.150905432595573,44.81287726358149,4726.812877263582,327.04024144869214,0.1834052987478853,0.38419835977820493,0.29694618095866265,0.006424934123650276,0.1290252263915968
code_book20.npy,18608,100,15.028,2.964,27.104,4591.104,180.236,27.494969818913482,5.150905432595573,46.519114688128774,4610.519114688129,334.64386317907446,0.13902612183961077,0.4544778917567118,0.13044608211015168,0.20984347200701317,0.06620643228651263
code_book34.npy,18616,100,15.112,2.962,26.0,4538.0,178.626,27.921529175050303,5.209255533199195,45.47283702213279,4557.472837022133,330.85714285714283,0.2023989645279035,0.17545970224194316,0.44106673871650043,0.10593285992003894,0.07514173459361384
code_book24.npy,18640,100,15.12,2.942,25.456,4757.456,179.206,27.96780684104628,5.150905432595573,44.15291750503018,4776.15291750503,332.0845070422535,0.3979285487692597,0.4151496049760287,0.04499887427012001,0.018522930331073786,0.12340004165351767
code_book4.npy,18744,100,15.182,2.954,25.824,4662.824,180.198,27.901408450704224,5.138832997987928,44.89336016096579,4681.893360160966,334.11670020120727,0.3370882721702798,0.24393088396185572,0.026091206346403405,0.30656837431327655,0.08632126320818456
code_book30.npy,18744,100,15.472,3.0,29.008,4498.008,177.208,28.138832997987926,5.249496981891348,50.76861167002012,4519.76861167002,328.6317907444668,0.17804283074326688,0.2778030727087719,0.2574099879973166,0.2704840166178539,0.01626009193279066
code_book39.npy,18776,100,15.032,2.944,25.712,4631.712,177.948,27.738430583501007,5.100603621730382,43.62173038229376,4649.621730382294,329.45472837022135,0.2647093853962562,0.18356936693561474,0.39274193065202934,0.03493852148274642,0.12404079553335325
code_book28.npy,18776,100,14.908,2.954,26.688,4521.688,179.74,27.420523138832998,5.126760563380282,47.01810865191147,4542.0181086519115,331.17303822937623,0.26235829373718833,0.12145768388574164,0.2930561764988247,0.2802195531834762,0.04290829269476903
code_book3.npy,18800,100,15.132,2.974,27.072,4565.072,175.096,27.987927565392354,5.209255533199195,47.53319919517103,4585.533199195171,326.7645875251509,0.23629717170285044,0.3206080198321208,0.09434965347209191,0.31885987951883515,0.0298852754741017
code_book37.npy,18800,100,15.29,2.958,26.848,4523.848,176.522,27.72635814889336,5.124748490945674,46.26156941649899,4543.261569416499,325.7142857142857,0.17738636681675005,0.22954563253132207,0.3798493705812571,0.16244611093022057,0.05077251914045012
code_book1.npy,18896,100,15.072,2.946,27.408,4623.408,178.078,28.02414486921529,5.148893360160966,47.59758551307847,4643.597585513078,329.3943661971831,0.23986617919143796,0.24732913042724444,0.3889414955593376,0.04866200726695118,0.07520118755502883
code_book22.npy,18904,100,14.972,2.954,28.352,4686.352,181.668,27.70020120724346,5.114688128772636,48.7887323943662,4706.788732394366,336.989939637827,0.4565708150023099,0.3776877751799499,0.057766155458295165,0.05914491393646396,0.048830340422981164
code_book25.npy,18912,100,14.956,2.978,27.568,4538.568,176.064,27.75452716297787,5.209255533199195,48.98189134808853,4559.9818913480885,331.11670020120727,0.37153580983400725,0.12421023602063665,0.1946676080084148,0.278489218706173,0.03109712743076819
code_book19.npy,19016,100,14.882,2.95,27.312,4615.312,178.642,27.792756539235413,5.185110663983903,48.225352112676056,4636.225352112676,334.0261569416499,0.3312071529552786,0.1846232885467666,0.3666087796500625,0.07189626791249985,0.0456645109353926
code_book5.npy,19064,100,15.258,2.984,28.368,4540.368,179.394,27.921529175050303,5.197183098591549,48.99798792756539,4560.997987927565,332.80684104627767,0.18160237637957846,0.37569601851755796,0.2031756412158224,0.20375744114402666,0.03576852274301439
code_book21.npy,19064,100,14.908,2.976,27.744,4556.744,181.914,27.782696177062373,5.17102615694165,48.482897384305836,4577.482897384306,336.523138832998,0.2836586184743701,0.42784276958160555,0.0996533293076851,0.15735512983313965,0.031490152803199764
code_book18.npy,19072,100,14.974,2.948,25.248,4523.248,179.09,27.909456740442657,5.193158953722334,44.16901408450704,4542.169014084507,333.0281690140845,0.20194172825002318,0.24516158598682805,0.3163573420787443,0.1442787622625824,0.09226058142182213
code_book9.npy,19088,100,15.364,2.962,27.808,4654.808,178.63,28.201207243460765,5.175050301810865,47.758551307847085,4674.7585513078475,334.1891348088531,0.34001335707531155,0.24971354309278726,0.32158852284634604,0.02311152708586828,0.06557304989968699
